region_code,order_date,daily_revenue,running_total
NORTH,2025-06-25,234432.01,299627276.41
NORTH,2025-06-27,741117.11,300368393.52
NORTH,2025-06-30,471758.33,300840151.85
NORTH,2025-07-01,1346530.69,302186682.54
NORTH,2025-07-03,405256.45,302591938.99
NORTH,2025-07-04,1273900.69,303865839.68
NORTH,2025-07-05,899977.61,304765817.29
NORTH,2025-07-07,49511.26,304815328.55
NORTH,2025-07-09,1329248.57,306144577.12
NORTH,2025-07-10,114401.72,306258978.84
NORTH,2025-07-11,27363.84,306286342.68
NORTH,2025-07-12,434679.56,306721022.24
NORTH,2025-07-13,1184919.64,307905941.88
NORTH,2025-07-14,30840.0,307936781.88
NORTH,2025-07-15,14437.52,307951219.4
NORTH,2025-07-16,599106.0,308550325.4
NORTH,2025-07-18,1080479.94,309630805.34
NORTH,2025-07-19,1560676.18,311191481.52
NORTH,2025-07-20,223799.02,311415280.54
NORTH,2025-07-21,831503.32,312246783.86
NORTH,2025-07-22,567295.2,312814079.06
NORTH,2025-07-24,22724.58,312836803.64
NORTH,2025-07-25,46192.03,312882995.67
NORTH,2025-07-26,284237.1,313167232.77
NORTH,2025-07-27,455204.27,313622437.04
NORTH,2025-07-28,43913.47,313666350.51
NORTH,2025-07-29,432738.01,314099088.52
NORTH,2025-07-31,457955.35,314557043.87
NORTH,2025-08-01,79383.94,314636427.81
NORTH,2025-08-02,1163292.07,315799719.88
NORTH,2025-08-03,1179776.97,316979496.85
NORTH,2025-08-04,8572.38,316988069.23
NORTH,2025-08-05,961952.26,317950021.49
NORTH,2025-08-06,18338.18,317968359.67
NORTH,2025-08-07,664661.9,318633021.57
NORTH,2025-08-08,83953.05,318716974.62
NORTH,2025-08-09,26093.86,318743068.48
NORTH,2025-08-10,359940.72,319103009.2
NORTH,2025-08-11,176113.19,319279122.39
NORTH,2025-08-13,715901.18,319995023.57
NORTH,2025-08-15,1246394.54,321241418.11
NORTH,2025-08-16,390984.64,321632402.75
NORTH,2025-08-17,166794.96,321799197.71
NORTH,2025-08-18,67553.08,321866750.79
NORTH,2025-08-19,33932.01,321900682.8
NORTH,2025-08-20,478127.38,322378810.18
NORTH,2025-08-24,296985.7,322675795.88
NORTH,2025-08-25,999223.83,323675019.71
NORTH,2025-08-26,857660.46,324532680.17
NORTH,2025-08-27,257249.62,324789929.79
NORTH,2025-08-28,1344699.35,326134629.14
NORTH,2025-08-30,579275.0,326713904.14
NORTH,2025-08-31,167689.75,326881593.89
NORTH,2025-09-01,417289.1,327298882.99
NORTH,2025-09-02,34959.92,327333842.91
NORTH,2025-09-05,543628.7,327877471.61
NORTH,2025-09-07,1008585.01,328886056.62
NORTH,2025-09-08,434328.94,329320385.56
NORTH,2025-09-09,11337.35,329331722.91
NORTH,2025-09-10,105815.91,329437538.82
NORTH,2025-09-11,306484.4,329744023.22
NORTH,2025-09-12,277858.67,330021881.89
NORTH,2025-09-14,519768.15,330541650.04
NORTH,2025-09-15,940961.09,331482611.13
NORTH,2025-09-16,842243.9,332324855.03
NORTH,2025-09-17,428394.97,332753250.0
NORTH,2025-09-18,11624.36,332764874.36
NORTH,2025-09-19,1070656.71,333835531.07
NORTH,2025-09-21,47270.63,333882801.7
NORTH,2025-09-22,1288969.51,335171771.21
NORTH,2025-09-24,705408.24,335877179.45
NORTH,2025-09-25,99012.63,335976192.08
NORTH,2025-09-26,762944.77,336739136.85
NORTH,2025-09-27,281677.61,337020814.46
NORTH,2025-09-28,235403.03,337256217.49
NORTH,2025-09-29,917086.44,338173303.93
NORTH,2025-09-30,1363575.17,339536879.1
NORTH,2025-10-01,208576.48,339745455.58
NORTH,2025-10-02,863744.88,340609200.46
NORTH,2025-10-03,1871549.16,342480749.62
NORTH,2025-10-04,1520249.99,344000999.61
NORTH,2025-10-05,2814660.68,346815660.29
NORTH,2025-10-06,1930674.46,348746334.75
NORTH,2025-10-07,3508224.91,352254559.66
NORTH,2025-10-08,2469475.99,354724035.65
NORTH,2025-10-09,1411826.44,356135862.09
NORTH,2025-10-10,2257139.56,358393001.65
NORTH,2025-10-11,2797842.67,361190844.32
NORTH,2025-10-12,798453.84,361989298.16
NORTH,2025-10-13,317457.64,362306755.8
NORTH,2025-10-14,1184649.6,363491405.4
NORTH,2025-10-15,362178.77,363853584.17
NORTH,2025-10-16,2110960.53,365964544.7
NORTH,2025-10-17,3089697.85,369054242.55
NORTH,2025-10-18,1747547.87,370801790.42
NORTH,2025-10-19,1029344.95,371831135.37
NORTH,2025-10-20,3179229.93,375010365.3
NORTH,2025-10-21,3429236.88,378439602.18
NORTH,2025-10-22,274728.03,378714330.21
NORTH,2025-10-23,149842.98,378864173.19
NORTH,2025-10-24,1718514.34,380582687.53
NORTH,2025-10-25,1689766.63,382272454.16
NORTH,2025-10-26,2197079.03,384469533.19
NORTH,2025-10-27,973592.79,385443125.98
NORTH,2025-10-28,2044711.04,387487837.02
NORTH,2025-10-30,17268.82,387505105.84
NORTH,2025-10-31,833137.04,388338242.88
NORTH,2025-11-01,288638.26,388626881.14
NORTH,2025-11-02,176075.32,388802956.46
NORTH,2025-11-03,1394806.03,390197762.49
NORTH,2025-11-04,646104.29,390843866.78
NORTH,2025-11-05,1392775.82,392236642.6
NORTH,2025-11-06,959677.61,393196320.21
NORTH,2025-11-07,189822.95,393386143.16
NORTH,2025-11-08,457470.18,393843613.34
NORTH,2025-11-09,1373868.82,395217482.16
NORTH,2025-11-10,1301509.14,396518991.3
NORTH,2025-11-11,1273584.75,397792576.05
NORTH,2025-11-12,3500301.53,401292877.58
NORTH,2025-11-13,2590403.59,403883281.17
NORTH,2025-11-14,679237.74,404562518.91
NORTH,2025-11-15,3882147.82,408444666.73
NORTH,2025-11-16,859891.47,409304558.2
NORTH,2025-11-17,672796.92,409977355.12
NORTH,2025-11-18,935921.39,410913276.51
NORTH,2025-11-19,2425818.0,413339094.51
NORTH,2025-11-20,1167717.87,414506812.38
NORTH,2025-11-21,1490444.82,415997257.2
NORTH,2025-11-22,705074.24,416702331.44
NORTH,2025-11-23,759165.07,417461496.51
NORTH,2025-11-24,1279698.92,418741195.43
NORTH,2025-11-25,798098.49,419539293.92
NORTH,2025-11-26,650024.92,420189318.84
NORTH,2025-11-27,867422.85,421056741.69
NORTH,2025-11-28,1995202.75,423051944.44
NORTH,2025-11-30,79894.54,423131838.98
NORTH,2025-12-01,1418513.56,424550352.54
NORTH,2025-12-02,2837150.41,427387502.95
NORTH,2025-12-03,127399.7,427514902.65
NORTH,2025-12-04,823363.36,428338266.01
NORTH,2025-12-05,1268330.82,429606596.83
NORTH,2025-12-06,1136959.09,430743555.92
NORTH,2025-12-07,85170.08,430828726.0
NORTH,2025-12-08,2782150.59,433610876.59
NORTH,2025-12-09,514572.57,434125449.16
NORTH,2025-12-10,2668412.1,436793861.26
NORTH,2025-12-11,1431148.54,438225009.8
NORTH,2025-12-12,1845935.9,440070945.7
NORTH,2025-12-13,1415892.35,441486838.05
NORTH,2025-12-14,152778.2,441639616.25
NORTH,2025-12-15,511103.8,442150720.05
NORTH,2025-12-16,529691.67,442680411.72
NORTH,2025-12-17,645563.55,443325975.27
NORTH,2025-12-18,1687861.78,445013837.05
NORTH,2025-12-19,1633843.73,446647680.78
NORTH,2025-12-20,1349334.72,447997015.5
NORTH,2025-12-21,2255668.88,450252684.38
NORTH,2025-12-22,1031628.27,451284312.65
NORTH,2025-12-23,2542805.03,453827117.68
NORTH,2025-12-24,569488.54,454396606.22
NORTH,2025-12-25,3797541.92,458194148.14
NORTH,2025-12-26,1433078.88,459627227.02
NORTH,2025-12-27,723235.31,460350462.33
NORTH,2025-12-28,1587505.68,461937968.01
NORTH,2025-12-30,1054542.62,462992510.63
NORTH,2026-01-01,746044.4,463738555.03
NORTH,2026-01-02,131473.13,463870028.16
NORTH,2026-01-03,806713.4,464676741.56
NORTH,2026-01-04,176132.77,464852874.33
NORTH,2026-01-06,966722.79,465819597.12
NORTH,2026-01-07,553977.49,466373574.61
NORTH,2026-01-08,9605.92,466383180.53
NORTH,2026-01-09,202697.67,466585878.2
NORTH,2026-01-10,1747144.75,468333022.95
NORTH,2026-01-11,449489.23,468782512.18
NORTH,2026-01-13,55107.14,468837619.32
NORTH,2026-01-14,493441.14,469331060.46
NORTH,2026-01-15,1271057.46,470602117.92
NORTH,2026-01-18,35283.28,470637401.2
NORTH,2026-01-19,181171.02,470818572.22
NORTH,2026-01-20,705656.3,471524228.52
NORTH,2026-01-21,139508.42,471663736.94
NORTH,2026-01-22,400213.31,472063950.25
NORTH,2026-01-23,2395.23,472066345.48
NORTH,2026-01-24,1491586.33,473557931.81
NORTH,2026-01-25,12615.15,473570546.96
NORTH,2026-01-28,1042651.31,474613198.27
NORTH,2026-01-31,96596.62,474709794.89
NORTH,2026-02-01,346355.63,475056150.52
NORTH,2026-02-02,1779265.37,476835415.89
NORTH,2026-02-04,742736.6,477578152.49
NORTH,2026-02-05,965093.08,478543245.57
NORTH,2026-02-06,2006980.67,480550226.24
NORTH,2026-02-07,1735102.55,482285328.79
NORTH,2026-02-08,428702.47,482714031.26
NORTH,2026-02-09,466778.52,483180809.78
NORTH,2026-02-10,630874.56,483811684.34
NORTH,2026-02-11,282271.94,484093956.28
NORTH,2026-02-12,720653.51,484814609.79
NORTH,2026-02-13,16151.35,484830761.14
NORTH,2026-02-14,27834.56,484858595.7
NORTH,2026-02-16,966967.4,485825563.1
NORTH,2026-02-17,437064.81,486262627.91
NORTH,2026-02-18,129482.8,486392110.71
NORTH,2026-02-19,73128.86,486465239.57
NORTH,2026-02-20,386308.31,486851547.88
NORTH,2026-02-22,355510.98,487207058.86
NORTH,2026-02-23,2297862.98,489504921.84
NORTH,2026-02-24,789944.85,490294866.69
NORTH,2026-02-25,540523.1,490835389.79
NORTH,2026-02-26,58024.93,490893414.72
NORTH,2026-02-27,208557.81,491101972.53
NORTH,2026-02-28,333422.92,491435395.45
NORTH,2026-03-02,104406.96,491539802.41
NORTH,2026-03-03,1135585.11,492675387.52
NORTH,2026-03-04,169173.92,492844561.44
NORTH,2026-03-05,41884.87,492886446.31
NORTH,2026-03-06,1418.06,492887864.37
NORTH,2026-03-07,376513.76,493264378.13
NORTH,2026-03-09,45872.84,493310250.97
NORTH,2026-03-10,54581.02,493364831.99
NORTH,2026-03-11,52645.81,493417477.8
NORTH,2026-03-12,32320.57,493449798.37
NORTH,2026-03-13,372151.43,493821949.8
NORTH,2026-03-14,259987.29,494081937.09
NORTH,2026-03-15,1249077.42,495331014.51
NORTH,2026-03-16,744707.18,496075721.69
NORTH,2026-03-17,169344.63,496245066.32
NORTH,2026-03-18,11438.21,496256504.53
NORTH,2026-03-19,827967.22,497084471.75
NORTH,2026-03-20,42236.02,497126707.77
NORTH,2026-03-21,631381.39,497758089.16
NORTH,2026-03-23,12632.52,497770721.68
NORTH,2026-03-24,344120.42,498114842.1
NORTH,2026-03-25,300050.46,498414892.56
NORTH,2026-03-26,90494.16,498505386.72
NORTH,2026-03-27,350217.59,498855604.31
NORTH,2026-03-28,161880.67,499017484.98
NORTH,2026-03-30,1527.27,499019012.25
NORTH,2026-04-01,19742.72,499038754.97
NORTH,2026-04-04,660350.17,499699105.14
NORTH,2026-04-06,15891.82,499714996.96
NORTH,2026-04-08,726876.24,500441873.2
NORTH,2026-04-09,207926.53,500649799.73
NORTH,2026-04-10,517532.11,501167331.84
NORTH,2026-04-11,172572.55,501339904.39
NORTH,2026-04-13,105080.25,501444984.64
NORTH,2026-04-14,16720.57,501461705.21
NORTH,2026-04-15,434634.77,501896339.98
NORTH,2026-04-17,598179.57,502494519.55
NORTH,2026-04-19,215910.68,502710430.23
NORTH,2026-04-20,469977.36,503180407.59
NORTH,2026-04-21,941067.23,504121474.82
NORTH,2026-04-24,674416.88,504795891.7
NORTH,2026-04-25,159452.29,504955343.99
NORTH,2026-04-26,2727555.1,507682899.09
NORTH,2026-04-27,914205.19,508597104.28
NORTH,2026-04-28,544150.24,509141254.52
NORTH,2026-04-29,663411.11,509804665.63
NORTH,2026-04-30,1375814.24,511180479.87
NORTH,2026-05-01,38835.43,511219315.3
NORTH,2026-05-02,47699.36,511267014.66
NORTH,2026-05-04,8321.07,511275335.73
NORTH,2026-05-05,737326.51,512012662.24
NORTH,2026-05-06,15424.98,512028087.22
NORTH,2026-05-07,168214.32,512196301.54
NORTH,2026-05-08,860873.06,513057174.6
NORTH,2026-05-09,663518.78,513720693.38
NORTH,2026-05-11,169484.49,513890177.87
NORTH,2026-05-12,20661.16,513910839.03
NORTH,2026-05-13,861540.39,514772379.42
NORTH,2026-05-14,287164.61,515059544.03
NORTH,2026-05-15,944004.73,516003548.76
NORTH,2026-05-16,1336854.34,517340403.1
NORTH,2026-05-18,221998.24,517562401.34
NORTH,2026-05-19,1472825.32,519035226.66
NORTH,2026-05-20,2863359.45,521898586.11
NORTH,2026-05-21,364386.76,522262972.87
NORTH,2026-05-22,35861.67,522298834.54
NORTH,2026-05-23,86264.42,522385098.96
NORTH,2026-05-24,1741368.54,524126467.5
NORTH,2026-05-27,166893.44,524293360.94
NORTH,2026-05-28,519443.78,524812804.72
NORTH,2026-05-29,50745.27,524863549.99
NORTH,2026-05-30,1167272.84,526030822.83
NORTH,2026-05-31,767631.71,526798454.54
NORTH,2026-06-01,1470127.99,528268582.53
NORTH,2026-06-02,417086.23,528685668.76
NORTH,2026-06-03,1531121.42,530216790.18
NORTH,2026-06-04,27877.79,530244667.97
NORTH,2026-06-05,239643.95,530484311.92
NORTH,2026-06-08,819292.92,531303604.84
NORTH,2026-06-10,126724.72,531430329.56
NORTH,2026-06-11,136629.18,531566958.74
NORTH,2026-06-12,562844.24,532129802.98
NORTH,2026-06-13,1021425.14,533151228.12
NORTH,2026-06-14,560219.77,533711447.89
NORTH,2026-06-15,1085185.88,534796633.77
NORTH,2026-06-19,47171.2,534843804.97
NORTH,2026-06-20,171267.52,535015072.49
NORTH,2026-06-21,43852.99,535058925.48
NORTH,2026-06-22,1007504.19,536066429.67
NORTH,2026-06-23,622972.87,536689402.54
NORTH,2026-06-24,146037.03,536835439.57
NORTH,2026-06-26,691110.14,537526549.71
NORTH,2026-06-27,1217984.44,538744534.15
NORTH,2026-06-28,236891.15,538981425.3
NORTH,2026-06-29,108313.41,539089738.71
NORTH,2026-06-30,100550.14,539190288.85
NORTH,2026-07-01,1246698.82,540436987.67
NORTH,2026-07-03,59742.22,540496729.89
NORTH,2026-07-04,1666552.79,542163282.68
NORTH,2026-07-05,642222.56,542805505.24
NORTH,2026-07-07,1595521.17,544401026.41
NORTH,2026-07-08,921490.4,545322516.81
NORTH,2026-07-10,201610.32,545524127.13
NORTH,2026-07-11,689646.04,546213773.17
NORTH,2026-07-12,1923231.06,548137004.23
NORTH,2026-07-13,6592.66,548143596.89
NORTH,2026-07-15,1167953.35,549311550.24
NORTH,2026-07-16,202680.37,549514230.61
NORTH,2026-07-17,249148.86,549763379.47
NORTH,2026-07-18,1000230.95,550763610.42
NORTH,2026-07-20,489690.38,551253300.8
NORTH,2026-07-21,63417.95,551316718.75
NORTH,2026-07-22,80035.18,551396753.93
NORTH,2026-07-24,82371.11,551479125.04
NORTH,2026-07-25,15729.99,551494855.03
NORTH,2026-07-26,70442.45,551565297.48
NORTH,2026-07-27,783941.41,552349238.89
NORTH,2026-07-28,321809.04,552671047.93
NORTH,2026-07-29,1061506.26,553732554.19
NORTH,2026-09-04,583503.15,554316057.34
NORTH,2026-09-05,439.62,554316496.96
NORTH,2026-09-11,200621.82,554517118.78
NORTH,2026-09-21,14931.18,554532049.96
NORTH,2026-09-22,815959.87,555348009.83
NORTH,2026-09-25,319260.63,555667270.46
NORTH,2026-10-08,14842.38,555682112.84
NORTH,2026-10-09,340003.65,556022116.49
NORTH,2026-10-17,9330.76,556031447.25
NORTH,2026-10-19,873015.21,556904462.46
NORTH,2026-10-26,473133.0,557377595.46
NORTH,2026-11-05,545133.24,557922728.7
NORTH,2026-11-09,468544.18,558391272.88
NORTH,2026-11-11,2294.59,558393567.47
NORTH,2026-11-27,1098942.89,559492510.36
NORTH,2026-12-02,70827.81,559563338.17
NORTH,2026-12-03,1199042.93,560762381.1
NORTH,2026-12-04,199290.37,560961671.47
NORTH,2026-12-12,12162.95,560973834.42
NORTH,2026-12-14,54478.94,561028313.36
NORTH,2026-12-21,609714.58,561638027.94
NORTH,2027-01-03,100709.96,561738737.9
NORTH,2027-01-11,178137.2,561916875.1
NORTH,2027-01-20,248171.06,562165046.16
NORTH,2027-01-26,212638.8,562377684.96
SOUTH,2024-01-01,68349.22,68349.22
SOUTH,2024-01-04,896923.41,965272.63
SOUTH,2024-01-05,782055.19,1747327.82
SOUTH,2024-01-07,605562.84,2352890.66
SOUTH,2024-01-08,1844719.19,4197609.85
SOUTH,2024-01-11,1975.22,4199585.07
SOUTH,2024-01-12,284567.87,4484152.94
SOUTH,2024-01-15,739640.47,5223793.41
SOUTH,2024-01-16,243364.62,5467158.03
SOUTH,2024-01-17,232480.41,5699638.44
SOUTH,2024-01-20,38737.95,5738376.39
SOUTH,2024-01-21,9369.53,5747745.92
SOUTH,2024-01-27,102701.32,5850447.24
SOUTH,2024-02-01,2008.98,5852456.22
SOUTH,2024-02-03,13713.52,5866169.74
SOUTH,2024-02-04,57614.32,5923784.06
SOUTH,2024-02-05,2374.29,5926158.35
SOUTH,2024-02-07,1073307.74,6999466.09
SOUTH,2024-02-09,519931.01,7519397.1
SOUTH,2024-02-12,247367.34,7766764.44
SOUTH,2024-02-15,365730.41,8132494.85
SOUTH,2024-02-17,200821.34,8333316.19
SOUTH,2024-02-18,1771136.52,10104452.71
SOUTH,2024-02-19,457547.0,10561999.71
SOUTH,2024-02-20,372477.57,10934477.28
SOUTH,2024-02-21,354716.02,11289193.3
SOUTH,2024-02-22,834989.04,12124182.34
SOUTH,2024-02-23,5044.7,12129227.04
SOUTH,2024-02-26,740007.78,12869234.82
SOUTH,2024-02-28,80050.87,12949285.69
SOUTH,2024-02-29,761428.23,13710713.92
SOUTH,2024-03-02,126905.11,13837619.03
SOUTH,2024-03-05,248820.28,14086439.31
SOUTH,2024-03-06,347709.4,14434148.71
SOUTH,2024-03-07,701.23,14434849.94
SOUTH,2024-03-09,13416.99,14448266.93
SOUTH,2024-03-15,129447.7,14577714.63
SOUTH,2024-03-18,644520.59,15222235.22
SOUTH,2024-03-25,316944.58,15539179.8
SOUTH,2024-03-29,56950.76,15596130.56
SOUTH,2024-03-30,183410.96,15779541.52
SOUTH,2024-03-31,75147.27,15854688.79
SOUTH,2024-04-06,174394.11,16029082.9
SOUTH,2024-04-07,172320.31,16201403.21
SOUTH,2024-04-08,685542.0,16886945.21
SOUTH,2024-04-09,1044557.04,17931502.25
SOUTH,2024-04-10,222136.36,18153638.61
SOUTH,2024-04-11,998543.91,19152182.52
SOUTH,2024-04-12,105444.02,19257626.54
SOUTH,2024-04-14,1878422.55,21136049.09
SOUTH,2024-04-15,558707.89,21694756.98
SOUTH,2024-04-16,572940.7,22267697.68
SOUTH,2024-04-19,888992.09,23156689.77
SOUTH,2024-04-20,865345.74,24022035.51
SOUTH,2024-04-25,450785.05,24472820.56
SOUTH,2024-04-28,568986.61,25041807.17
SOUTH,2024-04-30,1919.45,25043726.62
SOUTH,2024-05-01,97848.03,25141574.65
SOUTH,2024-05-02,214649.27,25356223.92
SOUTH,2024-05-03,184373.01,25540596.93
SOUTH,2024-05-04,994014.79,26534611.72
SOUTH,2024-05-06,13520.97,26548132.69
SOUTH,2024-05-07,213023.2,26761155.89
SOUTH,2024-05-08,154296.03,26915451.92
SOUTH,2024-05-09,213815.22,27129267.14
SOUTH,2024-05-10,464767.86,27594035.0
SOUTH,2024-05-11,1006320.97,28600355.97
SOUTH,2024-05-12,8805.06,28609161.03
SOUTH,2024-05-13,674330.43,29283491.46
SOUTH,2024-05-14,1616765.48,30900256.94
SOUTH,2024-05-15,46894.51,30947151.45
SOUTH,2024-05-16,167263.86,31114415.31
SOUTH,2024-05-17,110668.55,31225083.86
SOUTH,2024-05-19,517545.68,31742629.54
SOUTH,2024-05-21,30021.24,31772650.78
SOUTH,2024-05-23,99219.67,31871870.45
SOUTH,2024-05-25,148001.99,32019872.44
SOUTH,2024-05-27,494773.21,32514645.65
SOUTH,2024-05-30,219646.93,32734292.58
SOUTH,2024-06-01,361134.68,33095427.26
SOUTH,2024-06-04,453525.18,33548952.44
SOUTH,2024-06-05,136262.44,33685214.88
SOUTH,2024-06-06,442147.69,34127362.57
SOUTH,2024-06-07,38917.59,34166280.16
SOUTH,2024-06-10,762892.56,34929172.72
SOUTH,2024-06-11,252253.91,35181426.63
SOUTH,2024-06-13,263475.31,35444901.94
SOUTH,2024-06-15,71110.02,35516011.96
SOUTH,2024-06-16,194436.71,35710448.67
SOUTH,2024-06-18,37097.09,35747545.76
SOUTH,2024-06-21,1387070.64,37134616.4
SOUTH,2024-06-24,458227.42,37592843.82
SOUTH,2024-06-25,735736.8,38328580.62
SOUTH,2024-06-27,431310.0,38759890.62
SOUTH,2024-06-28,8623.83,38768514.45
SOUTH,2024-06-29,103343.95,38871858.4
SOUTH,2024-06-30,803582.48,39675440.88
SOUTH,2024-07-01,7270.8,39682711.68
SOUTH,2024-07-02,260942.27,39943653.95
SOUTH,2024-07-05,78478.39,40022132.34
SOUTH,2024-07-06,719649.17,40741781.51
SOUTH,2024-07-09,247983.43,40989764.94
SOUTH,2024-07-12,1002471.63,41992236.57
SOUTH,2024-07-13,801070.05,42793306.62
SOUTH,2024-07-17,72673.45,42865980.07
SOUTH,2024-07-18,100448.13,42966428.2
SOUTH,2024-07-23,2693.23,42969121.43
SOUTH,2024-07-24,18969.56,42988090.99
SOUTH,2024-07-27,144211.24,43132302.23
SOUTH,2024-07-29,366107.07,43498409.3
SOUTH,2024-08-02,470501.07,43968910.37
SOUTH,2024-08-03,282611.03,44251521.4
SOUTH,2024-08-04,50088.13,44301609.53
SOUTH,2024-08-06,308505.24,44610114.77
SOUTH,2024-08-10,619893.35,45230008.12
SOUTH,2024-08-12,60625.76,45290633.88
SOUTH,2024-08-15,12632.56,45303266.44
SOUTH,2024-08-16,3389.98,45306656.42
SOUTH,2024-08-19,500096.37,45806752.79
SOUTH,2024-08-21,268170.78,46074923.57
SOUTH,2024-08-28,1043012.33,47117935.9
SOUTH,2024-08-29,326981.26,47444917.16
SOUTH,2024-09-01,160927.63,47605844.79
SOUTH,2024-09-03,216208.72,47822053.51
SOUTH,2024-09-05,240035.44,48062088.95
SOUTH,2024-09-06,475582.46,48537671.41
SOUTH,2024-09-11,296910.83,48834582.24
SOUTH,2024-09-12,1910.5,48836492.74
SOUTH,2024-09-13,11495.89,48847988.63
SOUTH,2024-09-15,42717.9,48890706.53
SOUTH,2024-09-17,565605.73,49456312.26
SOUTH,2024-09-18,586922.92,50043235.18
SOUTH,2024-09-20,687521.15,50730756.33
SOUTH,2024-09-21,297587.72,51028344.05
SOUTH,2024-09-22,47257.3,51075601.35
SOUTH,2024-09-23,844815.25,51920416.6
SOUTH,2024-09-24,1041429.3,52961845.9
SOUTH,2024-09-26,919810.22,53881656.12
SOUTH,2024-09-27,7700.81,53889356.93
SOUTH,2024-09-29,495624.45,54384981.38
SOUTH,2024-10-01,1024190.11,55409171.49
SOUTH,2024-10-02,668925.52,56078097.01
SOUTH,2024-10-03,615771.37,56693868.38
SOUTH,2024-10-04,3958445.19,60652313.57
SOUTH,2024-10-05,647663.16,61299976.73
SOUTH,2024-10-06,953161.82,62253138.55
SOUTH,2024-10-07,1005499.1,63258637.65
SOUTH,2024-10-08,458357.81,63716995.46
SOUTH,2024-10-10,1326750.34,65043745.8
SOUTH,2024-10-11,783611.35,65827357.15
SOUTH,2024-10-12,320540.13,66147897.28
SOUTH,2024-10-13,706181.74,66854079.02
SOUTH,2024-10-15,622056.04,67476135.06
SOUTH,2024-10-16,288373.45,67764508.51
SOUTH,2024-10-17,381447.08,68145955.59
SOUTH,2024-10-18,37791.29,68183746.88
SOUTH,2024-10-19,896107.28,69079854.16
SOUTH,2024-10-20,176420.67,69256274.83
SOUTH,2024-10-21,964611.98,70220886.81
SOUTH,2024-10-22,1345128.99,71566015.8
SOUTH,2024-10-23,40694.68,71606710.48
SOUTH,2024-10-24,894734.13,72501444.61
SOUTH,2024-10-25,11233.27,72512677.88
SOUTH,2024-10-26,1054543.49,73567221.37
SOUTH,2024-10-27,1312622.49,74879843.86
SOUTH,2024-10-28,728762.78,75608606.64
SOUTH,2024-10-31,11313.15,75619919.79
SOUTH,2024-11-01,1395192.57,77015112.36
SOUTH,2024-11-02,101249.68,77116362.04
SOUTH,2024-11-03,331327.44,77447689.48
SOUTH,2024-11-04,5144.79,77452834.27
SOUTH,2024-11-05,1037414.22,78490248.49
SOUTH,2024-11-07,655134.44,79145382.93
SOUTH,2024-11-08,294385.81,79439768.74
SOUTH,2024-11-09,77216.05,79516984.79
SOUTH,2024-11-10,916857.0,80433841.79
SOUTH,2024-11-12,369606.14,80803447.93
SOUTH,2024-11-13,575451.29,81378899.22
SOUTH,2024-11-14,1606600.64,82985499.86
SOUTH,2024-11-15,9664.84,82995164.7
SOUTH,2024-11-16,432353.58,83427518.28
SOUTH,2024-11-17,51207.93,83478726.21
SOUTH,2024-11-18,199251.28,83677977.49
SOUTH,2024-11-19,864691.74,84542669.23
SOUTH,2024-11-20,232420.69,84775089.92
SOUTH,2024-11-22,1275860.3,86050950.22
SOUTH,2024-11-23,1139836.78,87190787.0
SOUTH,2024-11-24,1187021.85,88377808.85
SOUTH,2024-11-25,228170.99,88605979.84
SOUTH,2024-11-26,1585665.88,90191645.72
SOUTH,2024-11-27,2155314.87,92346960.59
SOUTH,2024-11-28,1240.38,92348200.97
SOUTH,2024-11-30,1390846.89,93739047.86
SOUTH,2024-12-01,1188985.65,94928033.51
SOUTH,2024-12-02,71891.44,94999924.95
SOUTH,2024-12-03,1968633.44,96968558.39
SOUTH,2024-12-04,1024967.13,97993525.52
SOUTH,2024-12-05,564041.61,98557567.13
SOUTH,2024-12-06,709073.06,99266640.19
SOUTH,2024-12-07,491058.68,99757698.87
SOUTH,2024-12-08,1658117.79,101415816.66
SOUTH,2024-12-10,117399.72,101533216.38
SOUTH,2024-12-11,1655562.55,103188778.93
SOUTH,2024-12-12,81787.58,103270566.51
SOUTH,2024-12-13,435195.83,103705762.34
SOUTH,2024-12-15,10502.38,103716264.72
SOUTH,2024-12-16,1520110.91,105236375.63
SOUTH,2024-12-17,187277.12,105423652.75
SOUTH,2024-12-18,1384301.6,106807954.35
SOUTH,2024-12-19,715855.99,107523810.34
SOUTH,2024-12-20,1489340.91,109013151.25
SOUTH,2024-12-21,829152.73,109842303.98
SOUTH,2024-12-22,133626.34,109975930.32
SOUTH,2024-12-23,1269270.76,111245201.08
SOUTH,2024-12-25,1805928.78,113051129.86
SOUTH,2024-12-26,139087.23,113190217.09
SOUTH,2024-12-27,659826.99,113850044.08
SOUTH,2024-12-28,700468.85,114550512.93
SOUTH,2024-12-29,7007.15,114557520.08
SOUTH,2025-01-02,735651.29,115293171.37
SOUTH,2025-01-11,190614.71,115483786.08
SOUTH,2025-01-14,1347981.95,116831768.03
SOUTH,2025-01-16,338062.49,117169830.52
SOUTH,2025-01-17,362863.13,117532693.65
SOUTH,2025-01-19,224341.01,117757034.66
SOUTH,2025-01-20,68738.52,117825773.18
SOUTH,2025-01-21,937469.16,118763242.34
SOUTH,2025-01-23,883356.87,119646599.21
SOUTH,2025-01-26,131908.69,119778507.9
SOUTH,2025-01-27,10777.09,119789284.99
SOUTH,2025-01-28,383738.88,120173023.87
SOUTH,2025-01-30,39542.94,120212566.81
SOUTH,2025-01-31,941950.23,121154517.04
SOUTH,2025-02-01,164926.31,121319443.35
