order_id,customer_id,calculated_revenue,payment_amount,revenue_difference
16623,922,5394.2000,1336.5000,4057.7000
17587,977,5406.7800,1349.1900,4057.5900
13354,54,4306.7400,249.3000,4057.4400
4970,526,4807.6000,751.0500,4056.5500
632,1523,4522.1700,465.7300,4056.4400
13815,1805,4521.0000,465.6800,4055.3200
9180,127,4554.0600,499.9300,4054.1300
8751,1538,4870.7100,818.0800,4052.6300
11812,1714,4052.1000,null,4052.1000
6804,1225,4052.1000,null,4052.1000
14068,1335,4521.0000,469.2700,4051.7300
4036,1271,5646.1500,1595.5400,4050.6100
11267,1178,4554.9600,505.9300,4049.0300
5659,346,4342.6800,294.5900,4048.0900
2309,1079,5747.2500,1701.8300,4045.4200
422,1246,4379.3500,334.1000,4045.2500
4480,1353,4198.1400,153.1800,4044.9600
8660,1423,4521.0000,476.4500,4044.5500
14479,1453,5090.6500,1047.2500,4043.4000
16391,75,4515.7200,472.5900,4043.1300
8568,61,5090.6500,1048.4300,4042.2200
19035,1902,6029.5600,1988.9000,4040.6600
706,1070,4747.9800,707.4700,4040.5100
15062,1517,5357.5000,1317.3300,4040.1700
1325,435,4213.7500,174.0100,4039.7400
2863,1472,5375.8200,1336.1100,4039.7100
16413,734,5742.3200,1702.7100,4039.6100
18534,1578,6029.5600,1990.0900,4039.4700
12860,1127,5428.3500,1389.4600,4038.8900
11603,998,4496.8000,458.2400,4038.5600
6629,1495,5793.5200,1755.9300,4037.5900
11555,53,4632.3000,595.5200,4036.7800
6504,891,4496.8000,460.2500,4036.5500
4056,1984,5357.5000,1321.0200,4036.4800
19711,1122,6029.5600,1993.5700,4035.9900
17916,51,4870.7100,835.2200,4035.4900
6305,644,5644.6500,1612.2800,4032.3700
8621,867,4379.3500,347.1500,4032.2000
15602,1610,4303.7500,271.7300,4032.0200
3217,38,4299.2500,267.7300,4031.5200
15320,707,4031.4200,null,4031.4200
14302,348,4031.4200,null,4031.4200
12641,989,4031.4200,null,4031.4200
7482,587,4031.4200,null,4031.4200
2732,895,4031.4200,null,4031.4200
18401,1630,4802.0700,772.1200,4029.9500
8943,850,4299.2500,272.1400,4027.1100
9997,738,5297.5500,1271.6500,4025.9000
6803,729,5646.1500,1620.7400,4025.4100
5209,292,4974.9900,950.2700,4024.7200
16769,616,4870.7100,846.0700,4024.6400
14173,934,4238.0400,213.5500,4024.4900
11078,1423,5457.1000,1433.9700,4023.1300
7956,461,5362.1700,1339.2800,4022.8900
17281,1123,4198.1400,177.0000,4021.1400
7775,26,5205.9600,1186.8100,4019.1500
8772,11,4496.8000,478.0900,4018.7100
10803,668,5362.1700,1343.5300,4018.6400
18160,1592,5215.6400,1198.1400,4017.5000
3173,161,5511.3600,1494.6800,4016.6800
13501,1079,5747.2500,1730.6100,4016.6400
6554,897,4330.0800,314.0100,4016.0700
14088,1383,4496.8000,481.3900,4015.4100
1,1950,4547.4000,532.6100,4014.7900
13800,1614,4983.5700,968.9400,4014.6300
18846,983,4306.7400,292.9400,4013.8000
13646,8,5294.1600,1281.0000,4013.1600
16107,1514,5684.2500,1673.0600,4011.1900
2862,1265,4516.9200,505.8900,4011.0300
16799,1301,4496.8000,486.2200,4010.5800
1737,972,5742.3200,1732.2100,4010.1100
9716,1653,4238.0400,228.2900,4009.7500
14950,1109,4983.5700,976.2300,4007.3400
7300,388,4198.1400,191.4900,4006.6500
11773,383,5684.2500,1678.1200,4006.1300
11702,1240,4926.9600,921.5300,4005.4300
12586,1898,5357.5000,1352.8300,4004.6700
5805,54,4198.1400,193.7000,4004.4400
3144,1253,4547.4000,543.0100,4004.3900
15782,269,5205.9600,1201.8700,4004.0900
19301,1182,4974.9900,971.3600,4003.6300
5904,1815,4516.9200,513.6900,4003.2300
5199,1313,5457.1000,1455.2100,4001.8900
3498,801,4001.7000,null,4001.7000
5948,1618,4001.7000,null,4001.7000
11529,295,4001.7000,null,4001.7000
7843,1101,4001.7000,null,4001.7000
10361,1025,5357.5000,1356.9800,4000.5200
19104,61,4747.9800,748.2300,3999.7500
19387,1450,4303.7500,305.5600,3998.1900
3790,899,5778.2000,1781.1100,3997.0900
11635,654,5184.1200,1187.1400,3996.9800
7220,1888,4496.8000,500.7700,3996.0300
10279,1659,5457.1000,1462.9000,3994.2000
7915,1517,4330.0800,336.7100,3993.3700
2896,1146,4496.8000,504.1800,3992.6200
1264,1666,4333.6500,341.9400,3991.7100
1125,979,4798.9500,807.7300,3991.2200
12934,588,5294.1600,1304.6200,3989.5400
14838,311,4807.6000,818.1500,3989.4500
11041,1155,3989.1500,null,3989.1500
2472,571,5205.9600,1216.9200,3989.0400
7250,989,4306.7400,319.8000,3986.9400
2463,362,4632.3000,645.7400,3986.5600
8672,1696,5184.1200,1197.9200,3986.2000
4602,837,5344.7700,1358.6000,3986.1700
10906,1510,4516.9200,531.3600,3985.5600
89,355,4315.7200,332.0800,3983.6400
4923,1203,4238.0400,255.9800,3982.0600
11721,427,4198.1400,216.2700,3981.8700
18261,327,5184.1200,1202.3400,3981.7800
19902,1762,4379.3500,399.5500,3979.8000
16982,1514,5362.1700,1383.7000,3978.4700
19482,116,5406.7800,1428.3600,3978.4200
14171,524,5215.6400,1238.5300,3977.1100
5269,386,5035.2900,1058.4500,3976.8400
5103,649,4577.2400,600.6000,3976.6400
11554,1559,5778.2000,1801.5900,3976.6100
1569,1494,4577.2400,600.7600,3976.4800
5882,1095,4379.3500,405.1300,3974.2200
4403,948,5344.7700,1370.7100,3974.0600
8762,1168,4836.9900,864.4100,3972.5800
837,1149,4577.2400,604.8800,3972.3600
17147,175,4315.7200,343.8700,3971.8500
15647,128,4213.7500,242.1300,3971.6200
8689,446,5357.5000,1385.9000,3971.6000
18111,1039,4836.9900,865.4100,3971.5800
15050,1438,4496.8000,525.4700,3971.3300
10492,996,5035.2900,1064.6200,3970.6700
12887,1123,5394.2000,1424.1500,3970.0500
4758,811,5457.1000,1487.7600,3969.3400
415,775,5644.6500,1676.1300,3968.5200
2441,434,5747.2500,1778.7900,3968.4600
16546,1903,4315.3600,347.8400,3967.5200
281,400,5778.2000,1812.3700,3965.8300
9269,1892,4379.3500,413.7200,3965.6300
497,1690,5651.2500,1686.5500,3964.7000
15161,92,5778.2000,1813.5500,3964.6500
9132,1258,5651.2500,1686.6600,3964.5900
14746,807,4807.6000,843.6100,3963.9900
19758,1806,4198.1400,234.4300,3963.7100
3414,1402,5386.3500,1423.6200,3962.7300
43,650,5215.8300,1253.8400,3961.9900
19534,847,5090.6500,1129.4200,3961.2300
11829,859,4554.9600,594.1700,3960.7900
18120,55,4071.6800,110.9800,3960.7000
8221,338,4330.0800,369.7700,3960.3100
7494,1724,4213.7500,254.5900,3959.1600
1799,1569,4802.0700,844.4500,3957.6200
3392,1705,4303.7500,346.3100,3957.4400
9371,4,4547.4000,590.8700,3956.5300
14380,509,4238.0400,281.6800,3956.3600
13929,200,4983.5700,1027.6000,3955.9700
16440,1838,4522.1700,566.3400,3955.8300
17758,36,4807.6000,851.8600,3955.7400
6659,250,4836.9900,881.5900,3955.4000
8289,591,4198.1400,243.6800,3954.4600
11491,813,4315.3600,361.8500,3953.5100
10998,550,4632.3000,679.0100,3953.2900
5396,593,4802.0700,849.5800,3952.4900
18981,90,5644.6500,1692.2500,3952.4000
16277,1748,5778.2000,1825.8700,3952.3300
14153,1395,5511.3600,1559.4100,3951.9500
6515,715,5651.2500,1699.3100,3951.9400
4086,1075,4547.4000,595.7500,3951.6500
16809,1438,5747.2500,1795.8700,3951.3800
17354,1698,5375.8200,1424.5800,3951.2400
8319,16,4052.1000,101.1200,3950.9800
14955,1157,4072.2600,121.3100,3950.9500
13772,1065,4577.2400,626.7700,3950.4700
6124,1159,4213.7500,263.3200,3950.4300
436,1980,5428.3500,1478.6500,3949.7000
4330,111,6107.5200,2158.3900,3949.1300
9033,719,5284.9200,1336.1500,3948.7700
11626,313,4052.1000,103.8300,3948.2700
3419,1237,5428.3500,1480.6700,3947.6800
15022,70,5402.8000,1456.1700,3946.6300
7917,1697,5035.2900,1090.2600,3945.0300
9104,1346,5778.2000,1833.8000,3944.4000
17747,1215,4516.9200,574.1000,3942.8200
9628,1726,5394.2000,1452.1300,3942.0700
7258,1073,5457.1000,1515.0500,3942.0500
17048,83,4516.9200,578.0000,3938.9200
6158,1584,5793.5200,1855.3200,3938.2000
15144,777,4516.9200,579.5300,3937.3900
2160,1805,5460.1500,1523.8800,3936.2700
7678,379,5090.6500,1154.7600,3935.8900
7815,1451,4807.6000,873.3200,3934.2800
12261,1803,4198.1400,265.8100,3932.3300
4489,80,4640.4400,709.7100,3930.7300
18098,776,4516.9200,588.7900,3928.1300
17973,1611,4072.5200,145.1600,3927.3600
1267,1612,5344.7700,1417.5400,3927.2300
18375,1936,4303.7500,376.5200,3927.2300
16967,1502,5460.1500,1533.1300,3927.0200
13540,308,4303.7500,377.1600,3926.5900
3425,945,5184.1200,1257.9600,3926.1600
19812,152,5205.9600,1279.9700,3925.9900
1319,373,5215.6400,1291.4800,3924.1600
2961,934,4238.0400,315.3900,3922.6500
14813,1887,5651.2500,1728.6900,3922.5600
803,1093,4798.9500,876.8700,3922.0800
3575,1336,4798.9500,876.9300,3922.0200
13212,165,5402.8000,1480.8800,3921.9200
17864,349,4315.3600,397.7600,3917.6000
13599,1463,4052.1000,136.7600,3915.3400
8206,795,4345.1400,430.2600,3914.8800
2414,995,4303.7500,389.2400,3914.5100
9579,764,4379.3500,465.3300,3914.0200
4518,1611,5684.2500,1770.3400,3913.9100
6941,694,4836.9900,923.2500,3913.7400
14086,872,3911.7300,null,3911.7300
8611,510,3911.7300,null,3911.7300
16393,220,5205.9600,1295.1200,3910.8400
7662,1761,4554.0600,643.8200,3910.2400
17433,471,5684.2500,1774.4600,3909.7900
15798,1366,4315.3600,405.7700,3909.5900
5152,1856,4807.6000,899.0200,3908.5800
17355,630,5511.3600,1602.8000,3908.5600
15727,1130,5386.3500,1480.7100,3905.6400
5630,986,5215.6400,1310.8100,3904.8300
9719,537,5297.5500,1392.8600,3904.6900
6104,234,3904.4700,null,3904.4700
12129,1070,3904.4700,null,3904.4700
11686,1373,5375.8200,1471.5900,3904.2300
15556,425,4345.1400,441.1800,3903.9600
10673,198,4547.4000,644.0500,3903.3500
2605,1326,4306.7400,404.2700,3902.4700
16399,1728,4303.7500,403.2200,3900.5300
3929,1140,4974.9900,1074.8300,3900.1600
968,690,4345.1400,445.4000,3899.7400
9221,1260,5090.6500,1192.8700,3897.7800
19015,294,5511.3600,1613.9900,3897.3700
2398,531,4071.6800,175.8300,3895.8500
13460,1287,4802.0700,906.5000,3895.5700
18095,1469,5386.3500,1490.8700,3895.4800
10795,172,5460.1500,1564.7100,3895.4400
14042,628,5646.1500,1754.9000,3891.2500
17246,547,5684.2500,1793.7300,3890.5200
9404,112,4516.9200,626.5800,3890.3400
7405,211,4798.9500,909.0100,3889.9400
16618,55,5646.1500,1756.5000,3889.6500
3225,966,4554.9600,665.6500,3889.3100
3118,934,4330.0800,441.0400,3889.0400
767,471,5090.6500,1201.8500,3888.8000
17448,1539,5742.3200,1853.9100,3888.4100
1592,628,3888.0900,null,3888.0900
6112,769,3888.0900,null,3888.0900
12561,604,3888.0900,null,3888.0900
4491,1828,3888.0900,null,3888.0900
1357,1393,5428.3500,1541.2700,3887.0800
18720,436,5406.7800,1520.3200,3886.4600
8079,1881,5294.1600,1408.1700,3885.9900
4690,1929,4515.7200,629.9100,3885.8100
16950,1216,5215.8300,1330.3900,3885.4400
9469,19,4315.7200,431.6200,3884.1000
15415,1786,5344.7700,1460.9700,3883.8000
13350,1826,5215.6400,1333.2800,3882.3600
12618,1498,5684.2500,1802.3500,3881.9000
7093,1337,4515.7200,635.2800,3880.4400
1298,1602,4522.1700,643.4400,3878.7300
2478,1170,5205.9600,1327.2500,3878.7100
6087,941,4496.8000,618.7700,3878.0300
16174,649,3989.1500,111.2800,3877.8700
3057,1980,5402.8000,1525.3000,3877.5000
1678,1974,5284.9200,1408.0100,3876.9100
2751,859,5684.2500,1807.3900,3876.8600
14833,827,4926.9600,1050.5600,3876.4000
9139,1886,5644.6500,1768.3000,3876.3500
4243,1341,5646.1500,1770.5300,3875.6200
17957,1400,4554.0600,678.6900,3875.3700
2824,905,4306.7400,433.7700,3872.9700
18102,1614,5375.8200,1502.9500,3872.8700
14638,928,4802.0700,929.2000,3872.8700
15681,1703,5090.6500,1217.8400,3872.8100
1610,572,5090.6500,1217.8900,3872.7600
5874,1995,4365.6800,493.5800,3872.1000
6333,1315,5357.5000,1485.4200,3872.0800
2366,1438,5406.7800,1534.7500,3872.0300
9275,843,4870.7100,998.8800,3871.8300
16509,160,4365.6800,494.9600,3870.7200
17056,1532,3870.0000,null,3870.0000
17002,184,3870.0000,null,3870.0000
14039,74,4071.6800,201.6800,3870.0000
6163,1837,3870.0000,null,3870.0000
13197,459,3870.0000,null,3870.0000
9305,905,3870.0000,null,3870.0000
18876,694,3870.0000,null,3870.0000
5451,267,5205.9600,1336.1300,3869.8300
16267,620,4306.7400,438.1200,3868.6200
3136,63,4836.9900,968.6400,3868.3500
10821,878,5086.4400,1218.7200,3867.7200
7824,976,5646.1500,1779.1400,3867.0100
7686,519,4345.1400,478.3100,3866.8300
1300,1188,4554.9600,688.3100,3866.6500
9367,1393,5294.1600,1428.0600,3866.1000
12568,1711,4554.9600,689.8900,3865.0700
10672,1573,4802.0700,937.6900,3864.3800
12664,321,4974.9900,1110.9600,3864.0300
7833,1130,6029.5600,2166.5100,3863.0500
10200,1295,4798.9500,936.1100,3862.8400
17886,1431,4521.0000,658.2400,3862.7600
5530,782,3989.1500,127.8500,3861.3000
7887,401,5511.3600,1650.1000,3861.2600
11991,332,5644.6500,1786.0700,3858.5800
1091,550,5511.3600,1653.2100,3858.1500
17373,1473,4836.9900,978.8600,3858.1300
8642,1059,5297.5500,1440.2800,3857.2700
15989,626,4072.2600,216.0800,3856.1800
13829,1105,5457.1000,1601.3600,3855.7400
19096,1189,5800.5500,1945.4300,3855.1200
12863,395,4052.1000,197.7400,3854.3600
11902,84,3851.7500,null,3851.7500
4834,1746,3851.7500,null,3851.7500
4679,1764,3851.7500,null,3851.7500
2072,827,4333.6500,482.0000,3851.6500
1006,16,4496.8000,645.6800,3851.1200
10685,443,5651.2500,1800.3200,3850.9300
15004,1153,4306.7400,456.7900,3849.9500
5314,967,4333.6500,484.2700,3849.3800
19663,1303,4802.0700,955.3900,3846.6800
19099,839,5344.7700,1498.2300,3846.5400
12135,312,4802.0700,955.9000,3846.1700
13202,1285,3846.0800,null,3846.0800
12555,1768,3846.0800,null,3846.0800
2087,1647,3846.0800,null,3846.0800
12784,1479,3846.0800,null,3846.0800
3338,1371,4072.5200,226.6200,3845.9000
2341,1943,3989.1500,143.3200,3845.8300
9262,772,4031.4200,186.0400,3845.3800
5464,615,4333.6500,488.7400,3844.9100
9179,336,4640.4400,796.1700,3844.2700
4669,909,4303.7500,459.6000,3844.1500
12190,1894,4836.9900,993.1100,3843.8800
19905,874,4379.3500,536.9300,3842.4200
13821,355,5297.5500,1456.3100,3841.2400
19528,428,4632.3000,791.2600,3841.0400
10132,1003,5394.2000,1553.4800,3840.7200
15229,668,3839.1600,null,3839.1600
7810,1417,3839.1600,null,3839.1600
6003,419,3839.1600,null,3839.1600
5194,865,3839.1600,null,3839.1600
10134,840,3839.1600,null,3839.1600
334,1889,4330.0800,491.3500,3838.7300
6042,1423,4798.9500,960.3200,3838.6300
9056,770,5375.8200,1538.9800,3836.8400
16585,432,4146.7500,310.7500,3836.0000
13477,1659,5284.9200,1449.0600,3835.8600
5629,1393,5742.3200,1908.1100,3834.2100
14862,1429,4554.9600,721.2400,3833.7200
4399,1941,4747.9800,914.4000,3833.5800
6817,904,4146.7500,314.4000,3832.3500
9508,1727,3831.5000,null,3831.5000
19849,990,3831.5000,null,3831.5000
9347,1639,5457.1000,1625.8700,3831.2300
14568,396,4303.7500,472.7000,3831.0500
8456,1698,5457.1000,1626.4600,3830.6400
1979,1346,4299.2500,469.6600,3829.5900
15817,233,5406.7800,1577.4200,3829.3600
16975,1312,4315.7200,486.6600,3829.0600
15958,211,4052.1000,225.0100,3827.0900
8255,820,4521.0000,694.2400,3826.7600
5847,624,4870.7100,1044.0500,3826.6600
17010,1484,4345.1400,518.5600,3826.5800
19779,1246,4974.9900,1149.1100,3825.8800
16378,1765,4640.4400,815.0100,3825.4300
13676,1531,5651.2500,1825.8500,3825.4000
5397,768,5035.2900,1210.1500,3825.1400
636,1851,4577.2400,753.0800,3824.1600
18180,1699,3824.0500,null,3824.0500
9105,822,4213.7500,389.8100,3823.9400
18785,123,4802.0700,978.2800,3823.7900
925,535,5086.4400,1262.9200,3823.5200
13123,1443,5090.6500,1267.5600,3823.0900
16984,1843,5428.3500,1606.7800,3821.5700
11916,157,5747.2500,1926.2900,3820.9600
2252,921,4640.4400,819.5400,3820.9000
12054,265,5460.1500,1640.4800,3819.6700
1805,1206,4802.0700,982.6600,3819.4100
18807,12,5406.7800,1587.5300,3819.2500
4693,1847,5402.8000,1584.1600,3818.6400
5869,811,4315.7200,499.4600,3816.2600
7551,649,4547.4000,731.3700,3816.0300
10007,1078,5035.2900,1219.9100,3815.3800
7930,1323,4379.3500,564.3400,3815.0100
14738,1431,5742.3200,1927.4500,3814.8700
726,1451,3814.8300,null,3814.8300
4212,1585,3814.8300,null,3814.8300
15867,523,4522.1700,707.6800,3814.4900
16408,789,4315.7200,501.5900,3814.1300
12564,133,4031.4200,218.3800,3813.0400
3194,893,5747.2500,1934.3800,3812.8700
11261,1490,5375.8200,1563.1100,3812.7100
19293,1748,4303.7500,492.5600,3811.1900
8046,282,5086.4400,1276.3500,3810.0900
18674,742,5651.2500,1841.3600,3809.8900
16225,40,4837.5000,1027.7400,3809.7600
18723,1433,3911.7300,103.0100,3808.7200
5387,819,5394.2000,1585.5300,3808.6700
7122,95,4315.7200,508.0400,3807.6800
4823,1301,4330.0800,523.9800,3806.1000
14322,1383,4306.7400,500.7700,3805.9700
15618,294,5457.1000,1651.9200,3805.1800
505,1784,4031.4200,227.3400,3804.0800
4929,247,4870.7100,1067.7700,3802.9400
15970,13,4522.1700,719.5600,3802.6100
10440,729,5406.7800,1607.7000,3799.0800
12608,1869,4515.7200,716.6800,3799.0400
1815,346,4303.7500,504.7300,3799.0200
6091,1564,4299.2500,500.6200,3798.6300
1542,1731,5651.2500,1853.5800,3797.6700
7675,1966,4516.9200,719.7900,3797.1300
2137,1592,5386.3500,1589.8300,3796.5200
16823,1520,5394.2000,1598.8200,3795.3800
16811,799,4365.6800,570.5700,3795.1100
18577,1051,4072.5200,277.5800,3794.9400
8296,815,4974.9900,1180.1800,3794.8100
3105,1360,5747.2500,1952.4500,3794.8000
12311,1997,5215.6400,1421.5800,3794.0600
2120,896,4333.6500,539.8800,3793.7700
14947,1566,5747.2500,1953.7100,3793.5400
11381,722,4554.0600,760.5800,3793.4800
9670,357,4870.7100,1077.9600,3792.7500
2393,406,5460.1500,1667.5200,3792.6300
12168,786,4547.4000,755.4300,3791.9700
11413,128,4516.9200,724.9700,3791.9500
1220,1825,5344.7700,1554.1800,3790.5900
7616,52,4798.9500,1008.5600,3790.3900
7001,1890,5184.1200,1393.9600,3790.1600
13126,1002,4072.5200,282.4100,3790.1100
16485,1071,5215.8300,1425.9400,3789.8900
11969,1241,5684.2500,1894.9300,3789.3200
4335,1040,5566.1100,1777.0000,3789.1100
19723,1122,4802.0700,1013.5500,3788.5200
10036,34,4299.2500,512.3300,3786.9200
811,1308,4198.1400,411.9700,3786.1700
6137,9,4071.6800,287.0000,3784.6800
12765,1835,4342.6800,558.8900,3783.7900
11151,1225,5457.1000,1673.9900,3783.1100
6560,1101,4554.0600,771.2600,3782.8000
17704,479,3904.4700,123.2900,3781.1800
9439,1141,5375.8200,1594.6900,3781.1300
1424,1067,5375.8200,1595.5400,3780.2800
8717,1524,4303.7500,523.9900,3779.7600
3389,1917,4522.1700,743.2300,3778.9400
10630,1872,5684.2500,1906.5600,3777.6900
7891,419,4836.9900,1059.7900,3777.2000
18,597,4379.3500,602.4000,3776.9500
4585,396,5357.5000,1581.0100,3776.4900
16363,566,5394.2000,1619.5400,3774.6600
18203,1686,5394.2000,1621.4100,3772.7900
3014,546,5460.1500,1687.9000,3772.2500
19316,1210,3989.1500,218.0300,3771.1200
7467,1656,4213.7500,442.7700,3770.9800
15980,1234,4870.7100,1102.5600,3768.1500
17,1473,5215.8300,1447.6800,3768.1500
14486,1363,4802.0700,1034.3600,3767.7100
341,934,4365.6800,598.3200,3767.3600
12512,771,4146.7500,380.4900,3766.2600
12436,1629,4345.1400,579.2700,3765.8700
688,363,4516.9200,751.8600,3765.0600
4597,483,5511.3600,1746.7000,3764.6600
8127,1691,3911.7300,149.9400,3761.7900
5761,315,4870.7100,1109.8700,3760.8400
14668,589,3911.7300,151.1300,3760.6000
17427,1930,5402.8000,1642.2800,3760.5200
15585,868,3989.1500,228.8000,3760.3500
8736,536,5362.1700,1603.3400,3758.8300
16639,103,4330.0800,571.4700,3758.6100
5922,799,4837.5000,1078.9800,3758.5200
11321,352,3989.1500,231.7200,3757.4300
6139,1820,5215.8300,1458.7300,3757.1000
2187,606,4238.0400,481.8700,3756.1700
19308,695,5684.2500,1928.5400,3755.7100
5079,1801,4747.9800,992.2800,3755.7000
6666,638,5344.7700,1589.8500,3754.9200
15632,506,4342.6800,588.9300,3753.7500
560,1297,3870.0000,117.8100,3752.1900
11903,218,4315.7200,563.9900,3751.7300
5108,570,5684.2500,1933.1200,3751.1300
8785,679,4286.0000,535.1100,3750.8900
9405,606,3870.0000,119.7800,3750.2200
12994,1388,5566.1100,1815.9400,3750.1700
8755,987,4926.9600,1177.4200,3749.5400
11352,821,4031.4200,282.0100,3749.4100
12112,992,5357.5000,1609.2700,3748.2300
9182,1078,4001.7000,253.5600,3748.1400
12372,576,5035.2900,1288.0300,3747.2600
3766,1052,4926.9600,1180.3000,3746.6600
17075,933,5375.8200,1629.5400,3746.2800
18570,863,4926.9600,1181.0700,3745.8900
19854,320,4554.9600,811.1900,3743.7700
11712,1629,5566.1100,1823.0500,3743.0600
7328,1195,4333.6500,591.4400,3742.2100
16335,1704,4522.1700,780.7600,3741.4100
17182,343,5644.6500,1904.3800,3740.2700
12256,1123,4299.2500,561.1500,3738.1000
6853,926,5460.1500,1722.4700,3737.6800
427,622,5386.3500,1649.3400,3737.0100
8408,768,4299.2500,562.3000,3736.9500
5998,279,4303.7500,566.9100,3736.8400
7415,210,4802.0700,1065.3800,3736.6900
5545,1448,3846.0800,111.0300,3735.0500
3274,1973,4330.0800,595.3000,3734.7800
8477,1253,4238.0400,503.4100,3734.6300
7218,898,4379.3500,646.2000,3733.1500
19512,1026,5402.8000,1670.1600,3732.6400
15037,1946,4836.9900,1105.4300,3731.5600
16143,1905,4926.9600,1196.1700,3730.7900
18474,1556,4836.9900,1106.7500,3730.2400
12884,458,5428.3500,1701.0600,3727.2900
3050,1600,4052.1000,324.9300,3727.1700
2427,84,4747.9800,1022.0800,3725.9000
4611,954,4836.9900,1111.6400,3725.3500
17836,1412,4345.1400,620.1100,3725.0300
13192,1831,5386.3500,1662.6000,3723.7500
6557,1684,3824.0500,100.3200,3723.7300
7145,908,4333.6500,609.9800,3723.6700
19287,56,5651.2500,1928.4100,3722.8400
11285,648,4554.0600,832.1600,3721.9000
15114,253,5297.5500,1576.3700,3721.1800
1410,539,5362.1700,1641.4100,3720.7600
19288,594,3904.4700,184.4000,3720.0700
14757,345,4521.0000,801.0000,3720.0000
4385,594,4577.2400,858.6900,3718.5500
2868,1168,5651.2500,1935.2800,3715.9700
18467,1330,5362.1700,1646.2800,3715.8900
19186,732,4515.7200,800.8300,3714.8900
2246,175,5035.2900,1320.4100,3714.8800
170,1642,5205.9600,1491.7100,3714.2500
17763,1312,5428.3500,1715.1600,3713.1900
2851,912,4496.8000,784.5300,3712.2700
19343,1541,4522.1700,810.5500,3711.6200
14137,1078,4974.9900,1263.4800,3711.5100
17176,752,3710.7400,null,3710.7400
17039,449,3710.7400,null,3710.7400
17940,384,3710.7400,null,3710.7400
15711,1750,3710.7400,null,3710.7400
12915,974,4315.3600,604.8200,3710.5400
7436,1480,4342.6800,632.3200,3710.3600
5485,1750,4521.0000,810.6900,3710.3100
4411,1816,5205.9600,1497.7000,3708.2600
4041,157,5362.1700,1654.0900,3708.0800
7177,1519,4515.7200,809.3600,3706.3600
18955,536,4837.5000,1131.2900,3706.2100
13174,892,3839.1600,133.1200,3706.0400
298,1582,3705.8400,null,3705.8400
12131,1773,3705.8400,null,3705.8400
1289,1535,4071.6800,366.6600,3705.0200
5971,1004,5086.4400,1382.5300,3703.9100
16175,1286,4522.1700,819.2700,3702.9000
1253,474,4303.7500,601.3000,3702.4500
12462,504,5344.7700,1643.9600,3700.8100
2329,1894,5644.6500,1944.0600,3700.5900
7779,1786,4379.3500,680.2800,3699.0700
351,1427,4983.5700,1285.1000,3698.4700
2418,1534,5344.7700,1647.6200,3697.1500
7778,395,5457.1000,1761.0000,3696.1000
18532,616,3846.0800,151.7100,3694.3700
11708,1037,4577.2400,884.6600,3692.5800
5667,1648,5297.5500,1605.0200,3692.5300
6375,143,3870.0000,177.5100,3692.4900
5100,519,3824.0500,131.9300,3692.1200
4135,1759,4315.3600,623.3700,3691.9900
15178,101,5428.3500,1737.9800,3690.3700
11906,600,4516.9200,827.7200,3689.2000
13172,716,4516.9200,827.9600,3688.9600
14271,221,4198.1400,509.4600,3688.6800
13320,1924,4836.9900,1148.4900,3688.5000
255,857,5402.8000,1714.4900,3688.3100
3380,1327,4521.0000,833.5200,3687.4800
14496,1697,4983.5700,1296.4300,3687.1400
527,962,3831.5000,144.4700,3687.0300
5884,1147,3686.9000,null,3686.9000
19320,1205,3686.9000,null,3686.9000
2787,501,3686.9000,null,3686.9000
12703,673,3686.9000,null,3686.9000
1167,1664,3686.9000,null,3686.9000
7339,1330,4983.5700,1296.9500,3686.6200
15317,362,4306.7400,620.5200,3686.2200
4687,1061,4496.8000,810.7300,3686.0700
19533,2000,4836.9900,1151.0800,3685.9100
17188,338,3846.0800,161.5500,3684.5300
18020,372,5297.5500,1614.6100,3682.9400
3093,1158,4146.7500,464.3700,3682.3800
6200,1340,5215.8300,1533.9500,3681.8800
2693,889,3814.8300,134.9400,3679.8900
12058,380,5457.1000,1777.4800,3679.6200
3656,1521,3814.8300,136.9100,3677.9200
4229,1788,4333.6500,657.0100,3676.6400
11019,1547,5205.9600,1530.0300,3675.9300
1001,628,3870.0000,194.4900,3675.5100
8730,1206,4747.9800,1073.4000,3674.5800
6897,1803,3674.2400,null,3674.2400
3319,790,3674.2400,null,3674.2400
14691,216,3674.2400,null,3674.2400
18363,950,3674.2400,null,3674.2400
6128,327,3674.2400,null,3674.2400
3015,1805,3674.2400,null,3674.2400
13607,555,3674.2400,null,3674.2400
1753,458,4870.7100,1196.7300,3673.9800
1374,1392,4315.3600,641.5600,3673.8000
2135,235,4577.2400,903.7400,3673.5000
18124,195,5646.1500,1973.9200,3672.2300
8695,282,3831.5000,159.5200,3671.9800
9032,884,4198.1400,526.2100,3671.9300
16433,1527,4974.9900,1303.1900,3671.8000
4853,1379,5402.8000,1731.1600,3671.6400
15225,1931,4515.7200,845.0800,3670.6400
11417,193,5460.1500,1789.9300,3670.2200
19438,1998,4146.7500,478.0700,3668.6800
4449,1669,5215.6400,1547.3600,3668.2800
12010,310,4870.7100,1203.5300,3667.1800
19596,614,4640.4400,973.6300,3666.8100
19071,1226,4837.5000,1171.4000,3666.1000
18128,522,4001.7000,335.7700,3665.9300
17571,147,4001.7000,336.7800,3664.9200
3161,856,4072.5200,407.7600,3664.7600
19791,582,4072.5200,408.5300,3663.9900
