item_id,order_id,product_id,quantity,unit_price,discount_percent
I0011166,O003692,P00250,-4,961.09,0
I0011167,O003693,P00454,4,147.75,50
I0011168,O003693,P00526,2,336.63,20
I0011169,O003693,P00320,2,153.19,10
I0011170,O003693,P00388,4,6555.47,30
I0011171,O003694,P00512,5,7134.81,0
I0011172,O003694,P00514,4,11609.54,15
I0011173,O003694,P00018,4,32928.93,20
I0011174,O003695,P00078,3,136807.84,30
I0011175,O003695,P00415,2,25478.5,10
I0011176,O003695,P00410,1,35821.73,15
I0011177,O003695,P00281,1,2049.68,70
I0011178,O003695,P00412,1,15257.2,20
I0011179,O003696,P00281,1,2807.86,50
I0011180,O003696,P00170,2,8845.97,30
I0011181,O003696,P00015,2,38503.04,70
I0011182,O003696,P00149,1,82229.83,15
I0011183,O003696,P00188,5,522.23,30
I0011184,O003697,P00199,5,4998.57,40
I0011185,O003697,P00225,5,4412.7,20
I0011186,O003697,P00404,3,745.97,40
I0011187,O003697,P00188,3,879.88,20
I0011188,O003698,P00409,4,17570.43,0
I0011189,O003698,P00396,5,30375.15,70
I0011190,O003698,P00338,1,802.48,30
I0011191,O003698,P00281,3,2920.18,70
I0011192,O003698,P00409,2,9954.23,0
I0011193,O003699,P00497,1,2158.95,15
I0011194,O003699,P00332,2,1573.73,15
I0011195,O003699,P00331,5,1371.57,50
I0011196,O003700,P00145,5,140980.36,10
I0011197,O003701,P00381,1,21978.59,5
I0011198,O003701,P00007,-1,41087.14,20
I0011199,O003701,P00101,-3,119864.03,70
I0011200,O003702,P00332,2,2146.29,40
I0011201,O003702,P00043,4,171467.9,0
I0011202,O003702,P00538,0,1271.26,10
I0011203,O003702,P00148,1,176730.47,20
I0011204,O003702,P00078,3,129507.38,50
I0011205,O003703,P00467,1,2052.14,70
I0011206,O003703,P00129,1,130031.74,5
I0011207,O003703,P00546,2,6858.23,15
I0011208,O003703,P00517,1,17686.16,5
I0011209,O003703,P00294,1,1624.34,20
I0011210,O003704,P00035,1,109743.11,20
I0011211,O003704,P00497,4,2374.19,70
I0011212,O003704,P00190,3,6532.75,0
I0011213,O003704,P00320,4,149.33,40
I0011214,O003704,P00092,4,222604.89,0
I0011215,O003705,P00513,5,26870.95,10
I0011216,O003706,P00343,2,325.72,50
I0011217,O003706,P00145,1,93695.85,30
I0011218,O003706,P00343,5,314.83,10
I0011219,O003707,P00490,1,999.57,5
I0011220,O003707,P00181,5,336.63,15
I0011221,O003707,P00043,5,142740.09,70
I0011222,O003707,P00457,2,802.18,40
I0011223,O003707,P00170,4,7053.09,0
I0011224,O003708,P00343,5,486.24,20
I0011225,O003708,P00523,-4,10888.07,70
I0011226,O003709,P00043,4,129270.68,70
I0011227,O003709,P00343,-1,397.53,70
I0011228,O003709,P00388,2,10263.54,50
I0011229,O003710,P00242,3,748.46,10
I0011230,O003710,P00012,4,175161.12,70
I0011231,O003710,P00466,3,2430.1,10
I0011232,O003711,P00367,5,91.07,5
I0011233,O003711,P00311,1,2206.86,15
I0011234,O003711,P00120,1,10044.3,0
I0011235,O003712,P00450,4,754.63,40
I0011236,O003713,P00248,4,6141.34,40
I0011237,O003714,P00133,1,145258.36,0
I0011238,O003714,P00533,5,6020.52,5
I0011239,O003714,P00338,3,1000.68,30
I0011240,O003715,P00538,5,865.44,40
I0011241,O003715,P00029,2,125102.76,70
I0011242,O003715,P00393,4,46284.6,50
I0011243,O003715,P00393,3,58628.48,5
I0011244,O003716,P00065,1,105799.75,0
I0011245,O003717,P00467,1,2217.99,5
I0011246,O003717,P00102,5,205180.85,50
I0011247,O904250,P00384,3,4852.69,15
I0011248,O003718,P00538,1,934.39,0
I0011249,O003718,P00222,2,10654.55,10
I0011250,O003718,P00212,0,4994.9,40
I0011251,O003719,P00090,2,21250.24,0
I0011252,O003719,P00337,1,695.79,40
I0011253,O003719,P00229,2,3716.2,40
I0011254,O003719,P00381,3,16971.65,40
I0011255,O003719,P00466,4,2846.07,0
I0011256,O003720,P00331,5,1207.42,50
I0011257,O003720,P00198,1,5714.32,5
I0011258,O003720,P00229,2,2726.36,20
I0011259,O003721,P00538,1,1052.25,20
I0011260,O003721,P00381,-3,20702.91,30
I0011261,O003721,P00046,3,77771.21,50
I0011262,O003722,P00321,-4,142.1,10
I0011263,O003722,P00427,1,2090.88,30
I0011264,O003722,P00082,1,138343.9,50
I0011265,O003723,P00474,5,1331.8,70
I0011266,O003723,P00422,2,46310.46,15
I0011267,O003723,P00026,3,5559.86,20
I0011268,O003723,P00006,1,42575.2,10
I0011269,O003723,P00267,3,3190.67,30
I0011270,O003724,P00534,5,3508.58,50
I0011271,O003724,P00474,1,1101.05,10
I0011272,O003724,P00410,5,55874.5,20
I0011273,O003724,P00393,2,39602.55,5
I0011274,O003725,P00343,4,358.4,40
I0011275,O003725,P00474,5,1097.79,50
I0011276,O003725,P00229,1,3731.27,30
I0011277,O003726,P00070,3,155360.54,10
I0011278,O003726,P00181,1,449.93,50
I0011279,O003726,P00012,2,102236.29,5
I0011280,O003726,P00229,2,2389.21,40
I0011281,O003726,P00381,5,15290.86,15
I0011282,O003727,P00212,2,3088.22,30
I0011283,O003727,P00325,3,1233.83,70
I0011284,O003727,P00072,5,50987.89,50
I0011285,O003727,P00331,-5,1294.13,15
I0011286,O003727,P00497,1,2518.44,40
I0011287,O003728,P00550,1,4205.9,0
I0011288,O003728,P00246,2,2374.89,20
I0011289,O003728,P00281,3,2178.05,10
I0011290,O003728,P00096,3,152692.86,40
I0011291,O003728,P00268,1,3193.61,10
I0011292,O003729,P00245,5,5544.24,40
I0011293,O003729,P00325,2,1552.69,5
I0011294,O003729,P00430,4,50343.64,40
I0011295,O003729,P00213,5,4647.56,10
I0011296,O003730,P00036,1,85985.93,0
I0011297,O003731,P00440,2,5499.42,50
I0011298,O003731,P00343,4,515.0,10
I0011299,O003731,P00441,5,1699.16,0
I0011300,O003732,P00036,5,158786.87,15
I0011301,O003732,P00119,1,27812.63,70
I0011302,O003733,P00010,4,49180.26,30
I0011303,O003733,P00343,1,446.7,70
I0011304,O003733,P00519,1,20911.37,70
I0011305,O003733,P00202,3,1863.01,40
I0011306,O003734,P00471,2,1599.72,15
I0011307,O003734,P00414,2,29530.09,20
I0011308,O003734,P00202,2,1891.31,30
I0011309,O003734,P00118,3,77974.55,70
I0011310,O003735,P00354,3,1922.6,70
I0011311,O003735,P00444,2,1508.14,20
I0011312,O003735,P00237,4,4378.02,20
I0011313,O003736,P00529,3,6803.86,5
I0011314,O003737,P00311,1,1541.4,10
I0011315,O003737,P00231,5,6868.49,10
I0011316,O003737,P00444,2,1825.1,50
I0011317,O003738,P00268,4,2359.34,15
I0011318,O003739,P00063,5,1655.94,15
I0011319,O003740,P00169,4,2220.58,15
I0011320,O003740,P00497,5,2992.04,10
I0011321,O003741,P00415,2,34020.83,20
I0011322,O003741,P00145,0,136022.03,10
I0011323,O003741,P00466,2,1823.69,10
I0011324,O003741,P00512,1,271.89,50
I0011325,O003742,P00365,3,2221.83,30
I0011326,O003743,P00023,2,44942.65,40
I0011327,O003743,P00331,1,1614.37,10
I0011328,O003743,P00040,1,209476.89,5
I0011329,O003744,P00233,2,6831.29,50
I0011330,O003744,P00386,4,23371.37,20
I0011331,O003745,P00121,1,52069.45,20
I0011332,O003745,P00020,2,125795.48,30
I0011333,O003745,P00249,3,5955.03,50
I0011334,O003745,P00046,5,78307.76,10
I0011335,O003746,P00453,5,2037.48,15
I0011336,O003746,P00481,1,881.18,0
I0011337,O003747,P00407,5,35721.67,15
I0011338,O003747,P00242,1,783.1,40
I0011339,O003747,P00525,3,11083.28,10
I0011340,O003747,P00409,1,11734.84,50
I0011341,O003747,P00426,4,13324.63,40
I0011342,O003748,P00477,-1,1816.28,5
I0011343,O003748,P00463,3,2050.85,50
I0011344,O003749,P00253,2,751.05,20
I0011345,O003749,P00031,5,4111.51,10
I0011346,O003749,P00172,2,6951.2,70
I0011347,O003749,P00101,-3,195503.75,15
I0011348,O003749,P00193,4,2858.89,40
I0011349,O003750,P00193,5,2723.93,40
I0011350,O003750,P00026,1,7803.69,10
I0011351,O003750,P00381,5,22857.82,15
I0011352,O003750,P00540,4,1342.32,70
I0011353,O003750,P00469,2,516.77,10
I0011354,O003751,P00268,3,3970.91,30
I0011355,O003751,P00410,2,35441.52,0
I0011356,O003751,P00229,4,3714.38,70
I0011357,O003751,P00170,5,5360.3,30
I0011358,O003751,P00512,4,6636.55,40
I0011359,O003752,P00331,5,1561.89,20
I0011360,O003752,P00538,2,1108.34,30
I0011361,O003753,P00546,2,6226.11,10
I0011362,O003753,P00212,2,2826.87,20
I0011363,O003754,P00311,2,1828.3,10
I0011364,O003755,P00012,1,124827.37,5
I0011365,O003755,P00529,5,6436.94,70
I0011366,O003755,P00033,1,69599.47,0
I0011367,O917639,P00333,3,2022.25,5
I0011368,O003756,P00229,2,3403.24,5
I0011369,O003757,P00190,3,7752.61,40
I0011370,O003757,P00390,1,15839.34,5
I0011371,O003757,P00032,2,238833.21,30
I0011372,O003758,P00072,5,62316.21,15
I0011373,O003758,P00193,1,4078.39,10
I0011374,O003758,P00529,2,5951.92,70
I0011375,O003759,P00193,2,3307.27,5
I0011376,O003759,P00199,3,4703.7,20
I0011377,O003759,P00229,2,2518.5,50
I0011378,O003759,P00196,2,11581.53,10
I0011379,O003760,P00047,1,91712.83,40
I0011380,O003760,P00370,3,597.02,40
I0011381,O911304,P00248,4,5750.96,10
I0011382,O003760,P00397,5,32074.67,15
I0011383,O003760,P00437,1,12599.35,10
I0011384,O003761,P00264,4,10708.35,70
I0011385,O003761,P00467,5,2090.69,30
I0011386,O003762,P00350,2,418.14,15
I0011387,O003763,P00249,1,6721.74,118
I0011388,O003763,P00496,3,1894.97,20
I0011389,O003764,P00222,3,11876.21,5
I0011390,O003764,P00233,2,8833.58,0
I0011391,O003765,P00096,5,180134.59,70
I0011392,O003765,P00422,3,38721.84,40
I0011393,O003765,P00268,2,2464.01,15
I0011394,O003765,P00361,1,1029.98,30
I0011395,O003765,P00193,2,4278.19,40
I0011396,O003766,P00026,1,7509.27,40
I0011397,O003766,P00120,5,12757.39,10
I0011398,O003766,P00538,4,1269.99,50
I0011399,O003766,P00467,4,1866.47,10
I0011400,O003767,P00390,4,14572.08,5
I0011401,O003767,P00118,5,109504.28,40
I0011402,O003767,P00078,2,214156.35,40
I0011403,O003767,P00466,5,2895.64,70
I0011404,O003768,P00015,4,51097.28,40
I0011405,O003769,P00437,2,17599.55,20
I0011406,O003769,P00341,1,667.18,0
I0011407,O003770,P00336,1,194.93,70
I0011408,O003770,P00454,1,183.01,30
I0011409,O003770,P00497,2,2494.78,15
I0011410,O003770,P00407,1,39364.24,0
I0011411,O003771,P00047,4,68435.34,30
I0011412,O003771,P00349,1,1925.53,70
I0011413,O003772,P00332,5,2085.27,30
I0011414,O003772,P00167,2,7320.4,50
I0011415,O003772,P00409,3,13698.45,20
I0011416,O003772,P00078,3,220375.94,10
I0011417,O003773,P00314,4,611.22,0
I0011418,O003773,P00131,4,103470.6,0
I0011419,O003773,P00250,3,1215.8,30
I0011420,O003773,P00281,2,2193.87,0
I0011421,O003774,P00314,4,394.51,70
I0011422,O003774,P00027,3,68353.33,20
I0011423,O003774,P00101,1,127088.28,50
I0011424,O003774,P00329,1,731.67,40
I0011425,O003774,P00546,5,6518.65,117
I0011426,O003775,P00070,2,171107.13,70
I0011427,O003775,P00171,1,6254.77,30
I0011428,O003775,P00337,3,541.41,0
I0011429,O003775,P00512,-1,7967.54,15
I0011430,O003776,P00020,4,115834.7,50
I0011431,O003776,P00145,2,103569.96,40
I0011432,O003776,P00473,3,3121.55,15
I0011433,O003776,P00389,2,2145.84,0
I0011434,O003776,P00316,5,2056.01,70
I0011435,O003777,P00063,1,1636.32,20
I0011436,O003778,P00121,4,49939.23,30
I0011437,O003778,P00026,2,5569.38,0
I0011438,O003778,P00519,4,16804.3,30
I0011439,O003778,P00188,2,906.95,30
I0011440,O003779,P00190,4,6587.08,50
I0011441,O003779,P00088,4,36936.46,10
I0011442,O003779,P00527,2,10157.98,20
I0011443,O003779,P00063,5,1150.05,0
I0011444,O003780,P00224,5,4371.77,50
I0011445,O003781,P00190,1,7638.59,20
I0011446,O003781,P00197,3,5518.0,10
I0011447,O003781,P00396,1,53837.3,10
I0011448,O003781,P00164,2,10934.72,0
I0011449,O003782,P00320,1,156.48,40
I0011450,O003782,P00470,4,2271.12,15
I0011451,O003783,P00124,1,14483.59,20
I0011452,O003783,P00198,3,7499.98,10
I0011453,O003783,P00316,1,2205.47,5
I0011454,O003784,P00303,4,943.23,5
I0011455,O003784,P00197,5,3682.63,40
I0011456,O003784,P00127,3,143802.06,50
I0011457,O003784,P00141,5,129942.42,15
I0011458,O003785,P00229,2,2616.78,15
I0011459,O003785,P00246,5,1647.21,0
I0011460,O003785,P00428,1,11884.18,144
I0011461,O003785,P00131,3,105321.0,50
I0011462,O003785,P00047,3,86780.42,10
I0011463,O003786,P00248,2,6058.03,15
I0011464,O003786,P00190,3,6029.37,30
I0011465,O003786,P00538,1,1333.54,5
I0011466,O003786,P00188,1,687.63,30
I0011467,O003786,P00515,5,23126.53,15
I0011468,O003787,P00170,1,8622.59,40
I0011469,O003787,P00538,4,1190.5,20
I0011470,O911418,P00073,3,20432.17,0
I0011471,O003788,P00065,2,77878.92,5
I0011472,O003788,P00069,1,97862.78,5
I0011473,O003788,P00070,3,147027.0,40
I0011474,O003788,P00170,1,5652.79,40
I0011475,O003789,P00527,5,6310.66,30
I0011476,O003789,P00422,2,60380.31,20
I0011477,O003789,P00527,1,7574.84,15
I0011478,O995986,P00398,1,1407.37,50
I0011479,O003789,P00422,5,62789.98,50
I0011480,O003790,P00015,4,57075.69,40
I0011481,O003790,P00188,1,611.15,30
I0011482,O003791,P00546,2,5188.47,70
I0011483,O003791,P00491,4,22565.48,15
I0011484,O003791,P00295,5,454.05,70
I0011485,O003791,P00541,2,5029.56,15
I0011486,O003792,P00248,2,6928.12,5
I0011487,O003792,P00388,2,7911.86,5
I0011488,O003792,P00458,4,1027.73,0
I0011489,O003793,P00224,3,4774.73,0
I0011490,O003793,P00121,4,60872.53,70
I0011491,O003793,P00181,1,435.04,30
I0011492,O003793,P00170,2,5815.76,20
I0011493,O003794,P00390,3,13725.96,10
I0011494,O003794,P00346,2,1381.9,0
I0011495,O003794,P00070,5,127445.15,20
I0011496,O003794,P00018,4,40660.01,15
I0011497,O003795,P00440,5,6666.71,15
I0011498,O003795,P00096,3,154297.93,10
I0011499,O003795,P00078,2,211435.33,70
I0011500,O003796,P00177,2,8418.97,10
I0011501,O003796,P00320,5,177.36,70
I0011502,O003796,P00133,1,233677.34,10
I0011503,O003796,P00054,2,94653.39,70
I0011504,O003797,P00178,3,7439.78,30
I0011505,O003797,P00131,5,107967.19,50
I0011506,O955882,P00206,4,765.62,0
I0011507,O003797,P00422,1,48245.07,40
I0011508,O003797,P00254,3,9957.1,30
I0011509,O003798,P00188,-3,740.18,15
I0011510,O003798,P00505,4,27478.55,40
I0011511,O003799,P00514,5,13136.29,10
I0011512,O003799,P00036,2,149789.2,10
I0011513,O003799,P00046,4,69330.74,5
I0011514,O003799,P00140,1,143091.1,40
I0011515,O003800,P00072,2,63449.73,20
I0011516,O003800,P00381,4,17254.4,50
I0011517,O003801,P00453,2,1390.89,50
I0011518,O003801,P00466,4,2863.8,20
I0011519,O003801,P00198,5,8134.22,20
I0011520,O003801,P00093,3,173986.44,50
I0011521,O003801,P00108,1,141604.53,10
I0011522,O003802,P00486,1,14971.65,70
I0011523,O003802,P00243,1,1711.42,20
I0011524,O003802,P00096,4,146029.53,15
I0011525,O003803,P00473,2,2997.8,15
I0011526,O003803,P00338,5,800.27,20
I0011527,O003803,P00437,2,15571.06,30
I0011528,O003803,P00031,4,3753.32,20
I0011529,O003803,P00063,5,1712.19,70
I0011530,O003804,P00529,1,8060.97,10
I0011531,O003804,P00070,2,151640.61,50
I0011532,O003804,P00486,5,13098.06,30
I0011533,O003804,P00316,3,2298.77,30
I0011534,O003804,P00343,3,449.32,5
I0011535,O003805,P00193,3,3357.83,50
I0011536,O003806,P00097,1,127062.46,10
I0011537,O003806,P00480,3,855.17,0
I0011538,O003806,P00178,-1,11290.78,50
I0011539,O003807,P00288,2,2039.79,15
I0011540,O003807,P00078,4,186167.61,50
I0011541,O003807,P00190,1,7232.58,30
I0011542,O003807,P00322,4,675.77,20
I0011543,O003808,P00390,4,11428.73,30
I0011544,O003808,P00197,-5,3927.09,40
I0011545,O003808,P00235,1,2553.98,50
I0011546,O003809,P00512,4,5354.64,50
I0011547,O003809,P00052,1,80775.1,20
I0011548,O003809,P00107,4,189534.67,50
I0011549,O003809,P00078,4,185983.24,15
I0011550,O003810,P00522,5,25609.4,50
I0011551,O003810,P00012,1,114510.81,70
I0011552,O003811,P00043,1,170867.56,0
I0011553,O003811,P00514,5,13037.05,15
I0011554,O003811,P00180,4,682.28,15
I0011555,O003811,P00193,1,4540.22,10
I0011556,O003811,P00190,3,5541.69,70
I0011557,O003812,P00198,1,6614.31,10
I0011558,O003812,P00193,-4,3182.52,70
I0011559,O003812,P00224,5,4136.06,5
I0011560,O003812,P00414,1,50586.29,5
I0011561,O003813,P00254,1,11904.03,40
I0011562,O003813,P00012,2,162991.68,5
I0011563,O003813,P00486,1,16632.91,5
I0011564,O003813,P00466,5,2584.28,20
I0011565,O003813,P00305,2,1477.87,20
I0011566,O003814,P00026,3,6302.43,20
I0011567,O003814,P00357,5,1063.81,70
I0011568,O003814,P00470,3,1958.06,0
I0011569,O003814,P00102,1,147954.53,5
I0011570,O003814,P00289,-1,1592.39,70
I0011571,O003815,P00148,5,149592.72,15
I0011572,O003815,P00193,4,2875.16,15
I0011573,O003815,P00047,2,48723.93,5
I0011574,O003815,P00108,-3,106259.03,5
I0011575,O003816,P00249,5,4604.72,30
I0011576,O003816,P00514,2,12420.01,15
I0011577,O003816,P00273,5,9547.08,70
I0011578,O003816,P00354,4,1628.05,70
I0011579,O003817,P00302,1,1440.27,10
I0011580,O003817,P00209,5,6772.16,30
I0011581,O003817,P00422,4,36329.59,0
I0011582,O003817,P00390,5,14344.8,20
I0011583,O003818,P00197,1,4717.8,50
I0011584,O003818,P00407,5,36957.65,0
I0011585,O003818,P00012,5,139855.44,5
I0011586,O962929,P00389,1,2424.08,40
I0011587,O003819,P00338,3,1073.7,15
I0011588,O003819,P00024,2,116480.25,10
I0011589,O003819,P00338,2,780.21,0
I0011590,O003820,P00247,2,7774.67,30
I0011591,O003821,P00075,3,187006.26,70
I0011592,O003821,P00047,4,68737.36,15
I0011593,O003822,P00081,2,43823.1,20
I0011594,O003822,P00212,5,4616.79,30
I0011595,O003822,P00212,4,4570.3,70
I0011596,O003822,P00061,2,244629.83,70
I0011597,O003823,P00131,1,84088.54,15
I0011598,O003823,P00040,3,185744.93,20
I0011599,O003824,P00533,5,5000.61,5
I0011600,O003825,P00496,2,1770.75,30
I0011601,O003825,P00388,4,9705.96,70
I0011602,O003825,P00351,-2,2464.27,70
I0011603,O003826,P00481,1,812.94,5
I0011604,O003826,P00281,4,2333.1,50
I0011605,O003826,P00444,1,1507.05,5
I0011606,O003826,P00384,2,6791.68,5
I0011607,O003827,P00063,5,1673.25,40
I0011608,O003827,P00244,4,9667.11,0
I0011609,O003828,P00486,1,11368.87,40
I0011610,O003828,P00386,1,27521.34,40
I0011611,O003829,P00316,3,2422.18,20
I0011612,O003829,P00141,2,197051.81,10
I0011613,O003829,P00026,5,7131.77,15
I0011614,O003829,P00387,3,8050.03,20
I0011615,O003830,P00268,2,3309.69,40
I0011616,O003830,P00470,5,1614.97,40
I0011617,O003831,P00338,3,813.11,110
I0011618,O003831,P00414,3,30913.64,40
I0011619,O003832,P00331,4,1594.61,5
I0011620,O003832,P00326,4,657.01,150
I0011621,O003832,P00212,1,3407.43,20
I0011622,O003832,P00415,1,22283.57,40
I0011623,O003833,P00229,3,2488.02,50
I0011624,O003833,P00229,3,2930.28,40
I0011625,O003833,P00018,1,53081.02,70
I0011626,O003834,P00276,1,6900.56,50
I0011627,O003834,P00012,2,138324.55,10
I0011628,O003834,P00320,1,144.65,15
I0011629,O003835,P00193,3,2683.81,70
I0011630,O003836,P00154,2,93926.26,30
I0011631,O003836,P00025,1,146654.4,20
I0011632,O003837,P00534,5,4096.36,20
I0011633,O003837,P00470,1,1938.64,50
I0011634,O003837,P00533,2,4215.79,50
I0011635,O003837,P00305,1,1871.32,30
I0011636,O003837,P00529,0,8057.91,50
I0011637,O003838,P00078,4,193780.94,10
I0011638,O003838,P00154,1,70144.2,5
I0011639,O003838,P00053,3,139361.53,50
I0011640,O003839,P00471,5,2413.65,20
I0011641,O003839,P00486,3,13100.61,10
I0011642,O003839,P00197,5,4086.89,20
I0011643,O003840,P00131,4,113580.68,20
I0011644,O003840,P00111,4,48305.12,30
I0011645,O003840,P00212,3,3638.63,70
I0011646,O003841,P00533,5,5273.42,0
I0011647,O003841,P00198,4,7691.79,30
I0011648,O003841,P00437,-1,15151.04,0
I0011649,O003841,P00031,-5,2993.3,0
I0011650,O003841,P00388,5,8374.84,30
I0011651,O003842,P00480,3,842.44,30
I0011652,O003842,P00049,1,95864.05,70
I0011653,O003842,P00331,3,1062.96,5
I0011654,O003843,P00131,3,112981.99,50
I0011655,O003843,P00228,2,7454.45,10
I0011656,O003843,P00080,2,115633.88,70
I0011657,O003843,P00212,1,3892.62,10
I0011658,O003844,P00381,2,20042.95,70
I0011659,O003844,P00020,1,139190.75,40
I0011660,O003845,P00065,3,120574.52,0
I0011661,O003845,P00419,-1,5147.06,40
I0011662,O987671,P00398,4,1524.26,40
I0011663,O003845,P00538,2,1000.37,70
I0011664,O003846,P00512,3,6131.02,50
I0011665,O003847,P00249,1,6843.47,15
I0011666,O003847,P00114,4,66891.83,20
I0011667,O003847,P00457,4,1268.57,10
I0011668,O003847,P00391,3,11642.15,40
I0011669,O003847,P00141,3,170552.88,30
I0011670,O003848,P00047,2,88073.8,10
I0011671,O003848,P00164,4,10476.62,0
I0011672,O003848,P00224,1,4127.74,15
I0011673,O003848,P00140,1,185138.63,10
I0011674,O003848,P00406,1,39396.36,10
I0011675,O003849,P00026,3,4910.98,40
I0011676,O003849,P00381,1,18178.5,5
I0011677,O003849,P00304,1,517.16,10
I0011678,O003849,P00197,4,3575.86,20
I0011679,O003850,P00306,2,1238.51,20
I0011680,O003850,P00096,5,181025.1,20
I0011681,O003850,P00170,4,4906.14,15
I0011682,O959581,P00380,2,31180.58,5
I0011683,O003850,P00065,4,101682.99,10
I0011684,O003851,P00415,2,36912.0,10
I0011685,O003852,P00390,2,17560.47,40
I0011686,O003852,P00121,5,72683.73,0
I0011687,O003853,P00338,3,981.04,5
I0011688,O003853,P00512,3,1782.7,40
I0011689,O003854,P00172,2,9174.2,30
I0011690,O003854,P00002,2,53147.95,15
I0011691,O003854,P00080,2,123126.6,15
I0011692,O003854,P00037,5,38168.97,5
I0011693,O003855,P00542,5,3953.79,5
I0011694,O003855,P00415,1,26941.86,10
I0011695,O003855,P00199,4,4434.32,10
I0011696,O003855,P00520,2,20447.74,0
I0011697,O003855,P00229,1,3155.12,15
I0011698,O003856,P00212,5,4742.39,20
I0011699,O003857,P00331,5,1517.02,0
I0011700,O003857,P00170,5,8804.72,50
I0011701,O003857,P00092,2,175151.5,0
I0011702,O003857,P00202,3,2450.7,40
I0011703,O003858,P00467,3,2015.74,30
I0011704,O003858,P00388,2,10751.52,0
I0011705,O003858,P00099,2,7069.54,20
I0011706,O003858,P00078,3,200614.18,0
I0011707,O003859,P00082,0,163833.49,5
I0011708,O003859,P00099,4,8420.73,30
I0011709,O003860,P00381,2,15330.99,20
I0011710,O003861,P00190,3,7637.19,70
I0011711,O003862,P00505,3,29272.26,50
I0011712,O003862,P00338,1,931.6,15
I0011713,O003863,P00218,5,2014.79,30
I0011714,O003863,P00197,4,3155.1,20
I0011715,O003864,P00515,1,17767.45,50
I0011716,O003864,P00078,5,166428.51,40
I0011717,O003864,P00463,1,1864.93,0
I0011718,O003864,P00467,4,1709.84,50
I0011719,O003864,P00486,3,11365.13,20
I0011720,O003865,P00257,4,464.63,15
I0011721,O003865,P00304,3,559.85,5
I0011722,O003866,P00334,-5,937.48,30
I0011723,O003867,P00398,5,1403.85,5
I0011724,O003867,P00070,3,181580.32,70
I0011725,O003867,P00197,3,2979.6,40
I0011726,O003868,P00414,5,48937.84,0
I0011727,O003868,P00533,2,4989.45,40
I0011728,O003868,P00228,4,10909.34,10
I0011729,O003869,P00323,1,375.89,70
I0011730,O003869,P00384,2,6068.42,30
I0011731,O003870,P00533,2,6440.23,15
I0011732,O003871,P00344,2,1909.69,5
I0011733,O003871,P00024,4,132194.91,10
I0011734,O003871,P00480,2,691.53,0
I0011735,O003872,P00427,3,3236.79,30
I0011736,O003872,P00049,3,101192.65,0
I0011737,O003872,P00390,3,11876.72,15
I0011738,O003872,P00480,3,733.29,10
I0011739,O003873,P00527,1,8666.55,10
I0011740,O003873,P00047,3,68958.42,40
I0011741,O003873,P00226,5,3304.77,0
I0011742,O003874,P00141,5,160488.04,70
I0011743,O003874,P00080,2,154307.82,70
I0011744,O003874,P00414,2,36604.36,30
I0011745,O003874,P00012,5,144939.38,40
I0011746,O003875,P00314,1,541.71,30
I0011747,O003876,P00477,3,1548.7,0
I0011748,O003876,P00544,3,4367.95,5
I0011749,O003876,P00495,5,5303.29,40
I0011750,O003877,P00031,5,2598.2,50
I0011751,O003877,P00204,1,10438.63,30
I0011752,O003877,P00170,2,7518.19,70
I0011753,O003877,P00121,2,68565.94,0
I0011754,O003878,P00443,1,2385.87,50
I0011755,O003878,P00170,2,9057.35,50
I0011756,O003878,P00145,3,77885.49,40
I0011757,O003878,P00384,2,8029.76,5
I0011758,O003879,P00525,5,10199.25,10
I0011759,O003879,P00074,4,130713.12,40
I0011760,O003879,P00467,4,1436.6,50
I0011761,O003880,P00161,4,8131.89,30
I0011762,O003880,P00224,5,5648.16,50
I0011763,O003880,P00111,4,36333.99,122
I0011764,O003880,P00190,2,4644.44,30
I0011765,O003880,P00080,4,190181.08,0
I0011766,O003881,P00011,3,90518.9,30
I0011767,O003881,P00407,1,32445.19,10
I0011768,O003881,P00195,2,7827.73,10
I0011769,O003882,P00322,1,733.71,15
I0011770,O003882,P00390,5,15193.98,10
I0011771,O003882,P00209,4,8029.84,20
I0011772,O003882,P00533,2,3993.93,20
I0011773,O003882,P00026,5,7687.65,0
I0011774,O003883,P00206,5,800.32,20
I0011775,O003883,P00466,3,2801.91,5
I0011776,O003884,P00437,1,15047.1,30
I0011777,O003885,P00025,5,97307.77,10
I0011778,O003886,P00141,2,136857.37,50
I0011779,O003886,P00005,2,52393.33,50
I0011780,O003886,P00281,1,2568.97,50
I0011781,O003886,P00331,1,1628.09,20
I0011782,O003887,P00204,1,10747.73,0
I0011783,O003887,P00121,5,65795.92,40
I0011784,O003887,P00070,0,204113.03,40
I0011785,O003888,P00063,1,968.36,5
I0011786,O003888,P00229,1,2278.32,0
I0011787,O003889,P00457,1,980.83,10
I0011788,O003889,P00530,5,1379.35,50
I0011789,O003890,P00473,2,1732.32,40
I0011790,O003890,P00410,4,51613.89,50
I0011791,O003890,P00468,4,2086.01,10
I0011792,O003890,P00512,3,1178.52,0
I0011793,O003890,P00162,2,2539.88,30
I0011794,O003891,P00437,3,18060.67,70
I0011795,O003891,P00063,1,1088.62,70
I0011796,O003892,P00320,2,146.54,10
I0011797,O003892,P00430,5,49679.5,15
I0011798,O003892,P00437,1,14725.65,5
I0011799,O003893,P00512,1,4332.55,15
I0011800,O003894,P00266,2,6518.62,70
I0011801,O003894,P00080,2,126417.5,70
I0011802,O003895,P00102,4,151479.02,20
